ID,TIPO_INCIDENCIA,FECHA_REPORTE,ESTADO,UsuarioID,MantenimientoID,JuegoID
12428,Rotura,16/11/2023,Cerrada,['745-18-9475'],"['MNT-01041', 'MNT-04885', 'MNT-10618']",8800832
12429,Rotura,27/08/2024,Cerrada,['340-55-7004'],['MNT-07255'],7404219
12430,Desgaste,21/04/2024,Cerrada,['283-04-2534'],['MNT-07585'],9493226
12431,Mal funcionamiento,15/10/2023,Abierta,['751-37-5382'],['MNT-01170'],25031
12432,Vandalismo,24/08/2024,Abierta,['179-49-4838'],['MNT-09135'],5658230
12433,Vandalismo,24/05/2024,Cerrada,['480-96-0959'],['MNT-01023'],8805170
12434,Desgaste,04/12/2023,Cerrada,['148-02-9965'],['MNT-06427'],60058
12435,Rotura,07/07/2024,Cerrada,['261-82-6021'],['MNT-02999'],32813
12436,Vandalismo,19/04/2024,Cerrada,['169-49-3898'],['MNT-13898'],9177952
12437,Rotura,12/03/2024,Abierta,['659-43-5030'],['MNT-01175'],7144139
12438,Mal funcionamiento,22/08/2024,Cerrada,['061-85-3055'],['MNT-10531'],3581588
12439,Desgaste,30/09/2024,Abierta,['349-18-4316'],['MNT-12712'],6778094
12440,Vandalismo,16/08/2024,Abierta,['916-70-5145'],['MNT-06161'],20418
12441,Vandalismo,24/10/2023,Abierta,['266-62-9254'],['MNT-04636'],5025118
12442,Rotura,24/12/2023,Cerrada,['311-58-6548'],['MNT-12723'],9294735
12443,Vandalismo,20/05/2024,Abierta,['842-55-6434'],['MNT-00612'],6909829
12444,Desgaste,30/03/2024,Abierta,['837-93-3220'],['MNT-03050'],3575543
12445,Desgaste,26/01/2024,Abierta,['986-07-8982'],['MNT-02941'],9493064
12446,Desgaste,20/05/2024,Abierta,['386-22-4697'],['MNT-13052'],19920
12447,Rotura,01/08/2024,Cerrada,['629-98-5523'],['MNT-14672'],9426988
12448,Desgaste,02/05/2024,Cerrada,['794-05-6596'],['MNT-13979'],24800
12449,Vandalismo,06/11/2023,Cerrada,['290-82-7496'],['MNT-01262'],3581254
12450,Rotura,02/03/2024,Abierta,['491-40-2694'],"['MNT-03584', 'MNT-04150', 'MNT-12103']",3593620
12451,Mal funcionamiento,28/08/2024,Cerrada,['467-09-4985'],['MNT-00503'],53104
12452,Vandalismo,05/03/2024,Abierta,['054-61-8128'],"['MNT-06154', 'MNT-10523']",33086
12453,Vandalismo,02/03/2024,Cerrada,['702-85-7058'],['MNT-09559'],5202154
12454,Rotura,16/04/2024,Cerrada,['560-98-4750'],['MNT-08386'],5216570
12455,Desgaste,30/01/2024,Abierta,['591-06-8045'],['MNT-01040'],9495344
12456,Vandalismo,12/04/2024,Cerrada,['123-11-3709'],['MNT-02937'],3569335
12457,Rotura,17/08/2024,Abierta,['631-45-7512'],['MNT-09952'],32968
12458,Rotura,15/10/2023,Cerrada,['410-40-0221'],['MNT-10826'],3573451
12459,Rotura,24/01/2024,Cerrada,['460-51-1910'],['MNT-14828'],9439831
12460,Rotura,14/07/2024,Abierta,['903-29-0745'],['MNT-14861'],24888
12461,Mal funcionamiento,24/10/2023,Cerrada,['338-29-0821'],"['MNT-11129', 'MNT-12044']",7362877
12462,Vandalismo,06/02/2024,Cerrada,['330-54-4294'],['MNT-13537'],22051
12463,Desgaste,30/12/2023,Abierta,['595-20-3931'],['MNT-06526'],59938
12464,Mal funcionamiento,02/02/2024,Abierta,['349-71-9421'],['MNT-05333'],4989399
12465,Desgaste,02/05/2024,Cerrada,['245-30-0573'],"['MNT-05617', 'MNT-09200']",9184679
12466,Mal funcionamiento,10/04/2024,Abierta,['644-88-8500'],['MNT-12941'],3567960
12467,Rotura,04/01/2024,Cerrada,['809-87-3735'],['MNT-07125'],7943794
12468,Mal funcionamiento,11/11/2023,Abierta,['497-64-5188'],"['MNT-00290', 'MNT-07437']",8909769
12469,Mal funcionamiento,25/08/2024,Abierta,['433-03-4275'],['MNT-13239'],3567928
12470,Mal funcionamiento,13/06/2024,Cerrada,['035-79-4443'],"['MNT-01982', 'MNT-14134']",22224
12471,Mal funcionamiento,28/09/2024,Cerrada,['958-97-0448'],['MNT-09790'],3576654
12472,Mal funcionamiento,02/04/2024,Abierta,['791-28-8977'],['MNT-12648'],58200
12473,Mal funcionamiento,09/02/2024,Abierta,['067-29-3424'],['MNT-11633'],22121
12474,Mal funcionamiento,24/11/2023,Abierta,['250-90-7456'],['MNT-14262'],9048976
12475,Vandalismo,13/06/2024,Abierta,['484-91-2920'],['MNT-13579'],33244
12476,Desgaste,23/08/2024,Abierta,['425-47-7534'],['MNT-09488'],52272
12477,Desgaste,13/06/2024,Cerrada,['931-37-9876'],['MNT-09996'],7143535
12478,Mal funcionamiento,07/01/2024,Cerrada,['454-52-0766'],['MNT-08674'],32750
12479,Vandalismo,12/12/2023,Cerrada,['178-14-2328'],['MNT-05641'],5659418
12480,Vandalismo,03/08/2024,Cerrada,['907-76-1468'],"['MNT-00257', 'MNT-10108']",5195545
12481,Mal funcionamiento,29/11/2023,Abierta,['139-71-9912'],"['MNT-08046', 'MNT-12215']",8928481
12482,Mal funcionamiento,04/07/2024,Cerrada,['237-55-7455'],['MNT-13316'],3577088
12483,Rotura,14/04/2024,Cerrada,['038-85-2176'],['MNT-08690'],52809
12484,Mal funcionamiento,27/03/2024,Abierta,['147-39-1274'],['MNT-04424'],9052601
12485,Mal funcionamiento,28/01/2024,Cerrada,['710-79-0875'],['MNT-01231'],52977
12486,Vandalismo,12/08/2024,Cerrada,['242-11-6687'],['MNT-00763'],21787
12487,Vandalismo,26/03/2024,Cerrada,['828-93-6417'],['MNT-09022'],5207254
12488,Mal funcionamiento,09/04/2024,Abierta,['063-39-2347'],['MNT-09723'],34063
12489,Desgaste,30/05/2024,Abierta,['850-10-7251'],['MNT-02588'],34742
12490,Desgaste,03/08/2024,Cerrada,['841-60-4925'],['MNT-14977'],22158
12491,Desgaste,01/11/2023,Cerrada,['863-46-5713'],['MNT-11143'],20410
12492,Rotura,12/10/2024,Cerrada,['597-40-7988'],['MNT-06050'],33434
12493,Rotura,28/09/2024,Abierta,['487-04-3281'],"['MNT-02095', 'MNT-06413']",7108742
12494,Mal funcionamiento,12/05/2024,Cerrada,['192-15-5210'],['MNT-13425'],4737872
12495,Rotura,22/12/2023,Abierta,['154-72-4036'],['MNT-01741'],5246134
12496,Vandalismo,31/05/2024,Abierta,['313-17-7713'],"['MNT-04596', 'MNT-08929']",9291555
12497,Mal funcionamiento,09/04/2024,Cerrada,['477-00-4399'],['MNT-00755'],8944180
12498,Rotura,29/12/2023,Cerrada,['888-99-5847'],['MNT-04775'],4731639
12499,Rotura,27/03/2024,Cerrada,['504-95-1540'],['MNT-11510'],5173936
12500,Mal funcionamiento,15/02/2024,Abierta,['447-89-6951'],['MNT-09039'],20813
12501,Mal funcionamiento,10/12/2023,Abierta,['940-87-9705'],"['MNT-02735', 'MNT-09089']",6778079
12502,Rotura,01/11/2023,Cerrada,['378-56-0283'],['MNT-03056'],9291537
12503,Mal funcionamiento,11/10/2023,Abierta,['147-50-6649'],"['MNT-11390', 'MNT-13431']",58038
12504,Desgaste,21/03/2024,Abierta,['934-59-5660'],['MNT-07706'],59403
12505,Desgaste,12/01/2024,Cerrada,['429-91-1835'],['MNT-11835'],7896541
12506,Vandalismo,09/01/2024,Abierta,['862-05-8786'],['MNT-06066'],4731226
12507,Vandalismo,11/04/2024,Abierta,['535-34-3352'],['MNT-07348'],9183722
12508,Mal funcionamiento,16/09/2024,Abierta,['951-96-6157'],['MNT-03222'],3997076
12509,Mal funcionamiento,26/12/2023,Abierta,['094-39-4317'],['MNT-11922'],18876
12510,Mal funcionamiento,03/03/2024,Abierta,['487-46-9285'],"['MNT-07732', 'MNT-09676', 'MNT-14247']",21964
12511,Mal funcionamiento,16/12/2023,Abierta,['797-59-6910'],['MNT-05248'],3566847
12512,Desgaste,27/07/2024,Cerrada,['644-23-4985'],['MNT-01301'],6905545
12513,Rotura,18/06/2024,Abierta,['904-50-5080'],['MNT-05692'],5226329
12514,Desgaste,06/07/2024,Cerrada,['425-23-7223'],['MNT-12441'],20672
12515,Mal funcionamiento,03/09/2024,Cerrada,['975-65-4014'],"['MNT-02168', 'MNT-04267', 'MNT-05472']",22452
12516,Mal funcionamiento,10/06/2024,Abierta,['732-35-1020'],"['MNT-01947', 'MNT-10227']",6761381
12517,Vandalismo,30/10/2023,Cerrada,['685-01-0253'],['MNT-14146'],4949779
12518,Mal funcionamiento,29/04/2024,Abierta,['792-77-8463'],['MNT-10359'],9291610
12519,Desgaste,09/07/2024,Cerrada,['779-34-3375'],['MNT-14311'],4963705
12520,Vandalismo,08/05/2024,Cerrada,['341-02-2519'],['MNT-03054'],25642
12521,Vandalismo,20/12/2023,Cerrada,['502-32-5406'],['MNT-00866'],19107
12522,Vandalismo,03/06/2024,Abierta,['483-15-8553'],['MNT-10988'],3569254
12523,Mal funcionamiento,19/06/2024,Abierta,['016-30-9213'],"['MNT-01009', 'MNT-06578']",5220931
12524,Mal funcionamiento,11/04/2024,Cerrada,['724-76-6192'],['MNT-03570'],19334
12525,Mal funcionamiento,06/09/2024,Cerrada,['125-62-8096'],['MNT-10044'],9494233
12526,Vandalismo,20/07/2024,Abierta,['780-97-3061'],['MNT-10283'],9050402
12527,Vandalismo,01/11/2024,Cerrada,['307-99-6543'],"['MNT-01499', 'MNT-02004']",7862446
12528,Vandalismo,14/11/2023,Cerrada,['526-97-7088'],['MNT-04778'],32847
12529,Desgaste,10/11/2023,Cerrada,['840-63-3689'],"['MNT-11817', 'MNT-13751']",34122
12530,Vandalismo,09/01/2024,Cerrada,['363-59-0603'],"['MNT-04406', 'MNT-08692']",25708
12531,Mal funcionamiento,14/06/2024,Abierta,['308-82-5445'],"['MNT-00807', 'MNT-01200', 'MNT-11988']",34790
12532,Desgaste,04/12/2023,Cerrada,['404-32-8083'],['MNT-08775'],8987305
12533,Desgaste,26/08/2024,Abierta,['730-20-8781'],['MNT-08161'],9291638
12534,Mal funcionamiento,15/08/2024,Cerrada,['668-40-9372'],['MNT-05273'],25720
12535,Desgaste,06/10/2024,Cerrada,['672-55-1238'],['MNT-09566'],53165
12536,Desgaste,12/05/2024,Abierta,['840-27-2895'],"['MNT-11912', 'MNT-12170']",3576484
12537,Rotura,13/05/2024,Cerrada,['866-27-1292'],['MNT-11014'],3575785
12538,Rotura,31/12/2023,Abierta,['228-38-5600'],['MNT-13634'],35205
12539,Rotura,30/08/2024,Cerrada,['744-27-5948'],['MNT-11095'],33597
12540,Desgaste,14/08/2024,Cerrada,['720-14-1520'],['MNT-13139'],5492475
12541,Desgaste,28/08/2024,Abierta,['764-81-8399'],['MNT-01905'],18764
12542,Vandalismo,19/10/2023,Abierta,['252-21-3012'],"['MNT-07724', 'MNT-13523']",58425
12543,Desgaste,10/12/2023,Cerrada,['726-19-7477'],['MNT-07098'],5219505
12544,Rotura,07/11/2023,Abierta,['571-19-8866'],['MNT-08837'],33202
12545,Mal funcionamiento,19/05/2024,Abierta,['729-08-4733'],"['MNT-00566', 'MNT-13418']",8805141
12546,Rotura,13/07/2024,Cerrada,['292-24-7528'],['MNT-02661'],58851
12547,Mal funcionamiento,14/07/2024,Cerrada,['224-94-8436'],"['MNT-05193', 'MNT-14801']",20775
12548,Mal funcionamiento,19/10/2023,Cerrada,['104-95-8874'],['MNT-00519'],4988406
12549,Vandalismo,04/10/2024,Abierta,['288-67-9022'],['MNT-00971'],58723
12550,Vandalismo,02/11/2023,Cerrada,['816-63-6772'],['MNT-02766'],9059216
12551,Mal funcionamiento,20/06/2024,Cerrada,['037-48-3687'],['MNT-00546'],32641
12552,Rotura,22/03/2024,Abierta,['971-97-4550'],['MNT-13919'],3577447
12553,Mal funcionamiento,22/08/2024,Abierta,['770-94-7010'],"['MNT-04720', 'MNT-11629']",34747
12554,Rotura,08/12/2023,Abierta,['145-80-2396'],['MNT-02172'],58404
12555,Vandalismo,09/01/2024,Abierta,['859-45-6969'],['MNT-06724'],3568795
12556,Vandalismo,08/12/2023,Abierta,['902-89-0062'],['MNT-11490'],3994639
12557,Vandalismo,09/04/2024,Cerrada,['607-80-8263'],"['MNT-04880', 'MNT-08491']",4730914
12558,Desgaste,04/02/2024,Abierta,['739-15-7619'],['MNT-14069'],7928043
12559,Rotura,21/01/2024,Cerrada,['210-66-4779'],['MNT-10813'],7116392
12560,Vandalismo,21/06/2024,Abierta,['655-77-1919'],['MNT-14793'],7896586
12561,Desgaste,02/08/2024,Cerrada,['889-26-6875'],['MNT-11397'],22262
12562,Mal funcionamiento,01/12/2023,Cerrada,['992-13-5512'],['MNT-06027'],21479
12563,Vandalismo,26/01/2024,Abierta,['516-61-4791'],['MNT-13930'],32906
12564,Mal funcionamiento,08/10/2024,Cerrada,['354-96-0538'],"['MNT-02710', 'MNT-12855']",22189
12565,Desgaste,21/09/2024,Abierta,['125-86-5472'],['MNT-03887'],33859
12566,Desgaste,07/07/2024,Abierta,['327-38-4202'],['MNT-02425'],9041504
12567,Mal funcionamiento,24/03/2024,Cerrada,['017-50-9366'],['MNT-00247'],32734
12568,Mal funcionamiento,12/09/2024,Cerrada,['056-19-6812'],['MNT-12741'],6845962
12569,Mal funcionamiento,06/02/2024,Abierta,['508-48-3418'],['MNT-03200'],7802512
12570,Mal funcionamiento,16/02/2024,Cerrada,['680-32-0797'],"['MNT-00735', 'MNT-10242']",5214665
12571,Vandalismo,01/02/2024,Abierta,['152-86-6407'],"['MNT-00591', 'MNT-09720']",4731184
12572,Vandalismo,11/02/2024,Abierta,['562-51-6195'],['MNT-03670'],9276814
12573,Vandalismo,04/05/2024,Cerrada,['714-59-0710'],['MNT-06562'],34125
12574,Mal funcionamiento,07/01/2024,Abierta,['336-22-7055'],['MNT-09018'],1118682
12575,Rotura,25/05/2024,Cerrada,['227-18-5506'],['MNT-09231'],5250191
12576,Rotura,19/07/2024,Cerrada,['780-87-9048'],"['MNT-00292', 'MNT-05109']",34782
12577,Desgaste,03/03/2024,Abierta,['839-23-1887'],['MNT-01874'],4987177
12578,Mal funcionamiento,16/04/2024,Cerrada,['015-49-9516'],['MNT-05601'],21820
12579,Mal funcionamiento,22/12/2023,Cerrada,['148-66-5370'],"['MNT-04356', 'MNT-11765']",3576515
12580,Vandalismo,17/10/2023,Cerrada,['636-73-2770'],['MNT-04312'],58740
12581,Mal funcionamiento,28/05/2024,Cerrada,['458-11-0375'],['MNT-14890'],9187546
12582,Rotura,30/04/2024,Cerrada,['398-15-5226'],['MNT-03168'],9403065
12583,Desgaste,07/07/2024,Abierta,['603-71-4912'],['MNT-14419'],59835
12584,Vandalismo,12/07/2024,Abierta,['144-65-2943'],['MNT-05424'],32613
12585,Mal funcionamiento,29/09/2024,Cerrada,['282-14-7200'],['MNT-06594'],5237089
12586,Vandalismo,08/10/2024,Cerrada,['589-07-7212'],['MNT-14143'],5659539
12587,Mal funcionamiento,17/03/2024,Abierta,['593-31-3937'],['MNT-06102'],4986463
12588,Rotura,07/03/2024,Cerrada,['034-38-4951'],['MNT-02639'],25060
12589,Vandalismo,02/06/2024,Abierta,['844-81-2820'],"['MNT-01983', 'MNT-05887']",21178
12590,Rotura,10/12/2023,Abierta,['805-80-4340'],['MNT-00680'],6864932
12591,Desgaste,30/04/2024,Cerrada,['123-48-4538'],['MNT-08740'],34843
12592,Desgaste,14/09/2024,Abierta,['911-11-1566'],"['MNT-05004', 'MNT-06612']",7861603
12593,Desgaste,17/10/2023,Abierta,['902-97-7940'],['MNT-10527'],22207
12594,Desgaste,18/07/2024,Abierta,['147-50-0341'],['MNT-07495'],9295465
12595,Desgaste,21/05/2024,Abierta,['380-64-3269'],"['MNT-07962', 'MNT-13123']",5799380
12596,Rotura,19/06/2024,Cerrada,['916-97-8886'],['MNT-08652'],60084
12597,Vandalismo,02/11/2023,Abierta,['494-09-9383'],['MNT-00965'],4745671
12598,Desgaste,25/07/2024,Cerrada,['356-88-6560'],['MNT-06125'],6761352
12599,Desgaste,27/10/2023,Cerrada,['164-49-6534'],"['MNT-03625', 'MNT-08545']",9181809
12600,Rotura,05/01/2024,Abierta,['533-44-9208'],"['MNT-02096', 'MNT-07805']",5268582
12601,Rotura,07/08/2024,Cerrada,['415-95-9439'],['MNT-13083'],9284819
12602,Vandalismo,27/05/2024,Abierta,['399-32-8015'],['MNT-14491'],20019
12603,Mal funcionamiento,21/02/2024,Cerrada,['051-82-6712'],['MNT-05626'],4988278
12604,Vandalismo,24/08/2024,Cerrada,['708-77-1491'],['MNT-14902'],19405
12605,Rotura,26/07/2024,Abierta,['987-50-3266'],"['MNT-05129', 'MNT-11083']",59501
12606,Mal funcionamiento,28/07/2024,Abierta,['283-22-9824'],['MNT-07362'],7840415
12607,Desgaste,24/02/2024,Cerrada,['998-55-8706'],['MNT-14055'],5220924
12608,Mal funcionamiento,26/02/2024,Abierta,['931-28-2032'],"['MNT-05845', 'MNT-13951']",8934575
12609,Rotura,19/05/2024,Abierta,['892-88-6332'],"['MNT-07563', 'MNT-10958']",9294851
12610,Mal funcionamiento,30/09/2024,Cerrada,['872-92-6272'],"['MNT-06008', 'MNT-12973']",9294505
12611,Desgaste,31/10/2023,Cerrada,['554-38-5435'],"['MNT-02841', 'MNT-08770']",22344
12612,Vandalismo,16/01/2024,Abierta,['686-58-8985'],"['MNT-09177', 'MNT-10267']",35066
12613,Desgaste,28/09/2024,Cerrada,['380-75-1092'],['MNT-02639'],25060
12614,Desgaste,22/02/2024,Cerrada,['985-21-9108'],['MNT-13436'],20200
12615,Rotura,07/07/2024,Cerrada,['629-15-3222'],['MNT-07348'],9183722
12616,Vandalismo,21/10/2023,Cerrada,['067-09-6793'],['MNT-01268'],9052173
12617,Rotura,26/07/2024,Abierta,['500-46-2203'],['MNT-14512'],59817
12618,Mal funcionamiento,07/06/2024,Abierta,['226-23-4813'],['MNT-06406'],34873
12619,Mal funcionamiento,18/08/2024,Cerrada,['687-57-9408'],['MNT-03215'],9131258
12620,Desgaste,15/09/2024,Abierta,['485-78-1344'],['MNT-04811'],22071
12621,Rotura,28/10/2023,Abierta,['475-48-5792'],['MNT-11518'],58885
12622,Vandalismo,27/01/2024,Abierta,['447-25-7162'],"['MNT-05925', 'MNT-07231']",8929859
12623,Desgaste,05/06/2024,Abierta,['440-54-9282'],['MNT-14755'],6962120
12624,Desgaste,20/03/2024,Abierta,['685-60-3923'],"['MNT-03685', 'MNT-09169']",6778254
12625,Desgaste,19/08/2024,Cerrada,['856-33-3920'],['MNT-01802'],3573415
12626,Rotura,05/10/2024,Abierta,['680-18-8019'],['MNT-04251'],9187091
12627,Vandalismo,17/01/2024,Cerrada,['368-28-4116'],['MNT-04482'],3960991
12628,Mal funcionamiento,31/03/2024,Abierta,['720-91-3813'],['MNT-02790'],19836
12629,Mal funcionamiento,17/12/2023,Cerrada,['524-74-7985'],['MNT-10026'],33583
12630,Mal funcionamiento,17/04/2024,Abierta,['039-96-7492'],['MNT-01174'],58973
12631,Vandalismo,22/10/2023,Cerrada,['200-14-0026'],['MNT-01462'],25831
12632,Vandalismo,27/05/2024,Cerrada,['451-28-8015'],"['MNT-08399', 'MNT-12812']",21636
12633,Vandalismo,02/12/2023,Cerrada,['903-64-1048'],['MNT-11152'],20532
12634,Vandalismo,30/10/2023,Cerrada,['289-58-1191'],"['MNT-04242', 'MNT-09661', 'MNT-10857']",9052585
12635,Vandalismo,31/12/2023,Cerrada,['464-36-0095'],['MNT-09269'],59937
12636,Rotura,30/03/2024,Abierta,['745-40-7420'],['MNT-06321'],20825
12637,Desgaste,26/03/2024,Cerrada,['962-32-0952'],['MNT-08594'],58757
12638,Vandalismo,29/08/2024,Abierta,['413-04-8046'],['MNT-11529'],8820145
12639,Desgaste,24/01/2024,Cerrada,['146-09-2797'],"['MNT-01742', 'MNT-14010']",53091
12640,Desgaste,11/02/2024,Abierta,['986-48-1472'],['MNT-13645'],59221
12641,Desgaste,02/08/2024,Abierta,['508-60-2593'],['MNT-11053'],20257
12642,Desgaste,29/09/2024,Abierta,['709-36-6496'],['MNT-02229'],4704491
12643,Vandalismo,18/06/2024,Cerrada,['593-85-7465'],['MNT-14682'],59599
12644,Desgaste,06/04/2024,Cerrada,['960-37-8887'],['MNT-09973'],5197212
12645,Rotura,19/04/2024,Cerrada,['763-27-3153'],['MNT-04497'],52952
12646,Rotura,14/09/2024,Cerrada,['767-50-9635'],"['MNT-01691', 'MNT-08560']",33524
12647,Vandalismo,08/06/2024,Abierta,['895-18-3385'],['MNT-14789'],20435
12648,Desgaste,04/05/2024,Cerrada,['635-34-2357'],['MNT-14585'],7794508
12649,Rotura,25/04/2024,Cerrada,['604-51-3839'],['MNT-11183'],24717
12650,Desgaste,24/02/2024,Abierta,['849-22-6816'],"['MNT-07713', 'MNT-08250', 'MNT-13848']",33816
12651,Vandalismo,29/06/2024,Abierta,['819-41-6194'],['MNT-14119'],7243280
12652,Desgaste,06/07/2024,Abierta,['851-54-3757'],['MNT-09041'],9435250
12653,Vandalismo,09/02/2024,Abierta,['592-16-5410'],['MNT-06435'],19171
12654,Rotura,21/04/2024,Abierta,['817-59-4875'],['MNT-13271'],22263
12655,Rotura,01/01/2024,Cerrada,['473-26-5972'],['MNT-11447'],7211916
12656,Desgaste,21/03/2024,Cerrada,['499-25-5214'],"['MNT-00422', 'MNT-07338']",9494348
12657,Desgaste,12/03/2024,Cerrada,['578-82-1632'],"['MNT-12948', 'MNT-14388']",24859
12658,Mal funcionamiento,31/05/2024,Abierta,['639-68-5252'],['MNT-11711'],8803397
12659,Mal funcionamiento,04/09/2024,Cerrada,['186-54-3558'],"['MNT-04674', 'MNT-05717']",4988098
12660,Desgaste,17/04/2024,Cerrada,['224-54-7691'],['MNT-10491'],33264
12661,Mal funcionamiento,25/08/2024,Abierta,['120-69-0916'],['MNT-06229'],9180970
12662,Vandalismo,28/02/2024,Cerrada,['413-75-0504'],['MNT-12665'],9313148
12663,Rotura,28/07/2024,Abierta,['059-66-5894'],['MNT-02515'],5245394
12664,Vandalismo,11/06/2024,Cerrada,['174-33-3732'],['MNT-11802'],9403068
12665,Vandalismo,02/10/2024,Cerrada,['504-12-3964'],['MNT-12263'],59655
12666,Mal funcionamiento,06/04/2024,Abierta,['275-53-1390'],['MNT-03742'],33815
12667,Desgaste,21/03/2024,Abierta,['122-12-6420'],['MNT-12919'],20603
12668,Desgaste,15/12/2023,Abierta,['903-51-1211'],['MNT-00115'],58490
12669,Desgaste,27/10/2023,Cerrada,['556-67-9176'],['MNT-01976'],3568696
12670,Desgaste,12/01/2024,Cerrada,['071-58-9273'],"['MNT-01246', 'MNT-14647']",9167251
12671,Desgaste,12/09/2024,Abierta,['378-69-7785'],"['MNT-02942', 'MNT-06897']",7248147
12672,Vandalismo,20/05/2024,Cerrada,['860-54-4231'],['MNT-04742'],32513
12673,Rotura,05/07/2024,Cerrada,['956-44-5161'],['MNT-08809'],58849
12674,Rotura,28/10/2023,Abierta,['713-50-2297'],['MNT-14433'],6761391
12675,Mal funcionamiento,07/07/2024,Cerrada,['075-23-4014'],['MNT-14077'],21943
12676,Mal funcionamiento,30/08/2024,Abierta,['090-18-0012'],"['MNT-04162', 'MNT-07685']",3530345
12677,Vandalismo,27/12/2023,Cerrada,['774-97-0041'],['MNT-12514'],3580720
12678,Rotura,28/10/2023,Abierta,['312-02-1385'],"['MNT-05715', 'MNT-12134']",20504
12679,Vandalismo,24/03/2024,Cerrada,['991-64-9680'],['MNT-14262'],9048976
12680,Mal funcionamiento,23/10/2023,Cerrada,['339-06-7664'],['MNT-06788'],7890627
12681,Desgaste,30/05/2024,Cerrada,['112-01-0868'],['MNT-13979'],24800
12682,Vandalismo,24/07/2024,Abierta,['374-73-9093'],"['MNT-02800', 'MNT-02921', 'MNT-12874']",7741720
12683,Desgaste,06/12/2023,Abierta,['091-85-2473'],['MNT-08013'],5238937
12684,Desgaste,02/12/2023,Abierta,['310-15-3602'],['MNT-09393'],22282
12685,Mal funcionamiento,23/09/2024,Cerrada,['893-74-0723'],"['MNT-00629', 'MNT-03443']",7126161
12686,Desgaste,10/04/2024,Abierta,['801-47-2979'],"['MNT-01043', 'MNT-03111', 'MNT-11000']",20387
12687,Mal funcionamiento,03/07/2024,Abierta,['847-78-3379'],['MNT-09466'],21343
12688,Vandalismo,24/09/2024,Abierta,['393-11-7928'],['MNT-09488'],52272
12689,Desgaste,08/02/2024,Cerrada,['782-44-8835'],"['MNT-05376', 'MNT-06772']",9155595
12690,Mal funcionamiento,27/09/2024,Cerrada,['234-39-0600'],"['MNT-04208', 'MNT-12164']",7928756
12691,Mal funcionamiento,06/06/2024,Cerrada,['282-69-2115'],['MNT-08133'],34977
12692,Rotura,03/07/2024,Cerrada,['166-45-6290'],['MNT-10316'],21859
12693,Vandalismo,04/05/2024,Abierta,['106-35-5287'],['MNT-12706'],9498042
12694,Mal funcionamiento,09/10/2024,Abierta,['484-02-1343'],['MNT-11420'],20741
12695,Vandalismo,17/07/2024,Cerrada,['240-36-8713'],['MNT-05580'],22589
12696,Mal funcionamiento,26/07/2024,Cerrada,['823-86-5062'],['MNT-10666'],5209538
12697,Mal funcionamiento,01/09/2024,Cerrada,['630-87-9432'],['MNT-12229'],21573
12698,Desgaste,27/09/2024,Cerrada,['102-36-8705'],"['MNT-08045', 'MNT-13736']",35189
12699,Desgaste,06/02/2024,Cerrada,['100-01-6778'],['MNT-12541'],22553
12700,Desgaste,21/05/2024,Abierta,['431-93-2877'],['MNT-11990'],8938182
12701,Rotura,28/07/2024,Cerrada,['744-52-5923'],['MNT-03725'],3759298
12702,Rotura,18/09/2024,Cerrada,['059-48-0393'],['MNT-03445'],35233
12703,Rotura,21/09/2024,Cerrada,['297-22-4917'],['MNT-08648'],5658477
12704,Rotura,11/07/2024,Abierta,['317-56-5131'],['MNT-06359'],53045
12705,Rotura,16/10/2023,Cerrada,['712-55-5666'],['MNT-04508'],35183
12706,Rotura,20/08/2024,Cerrada,['895-04-0062'],['MNT-01936'],5658638
12707,Mal funcionamiento,10/08/2024,Abierta,['611-02-3052'],['MNT-02718'],32744
12708,Mal funcionamiento,31/12/2023,Cerrada,['905-20-7951'],['MNT-05240'],4940051
12709,Vandalismo,17/11/2023,Abierta,['549-12-3860'],['MNT-02622'],7890632
12710,Vandalismo,04/08/2024,Abierta,['266-89-2339'],['MNT-09587'],3963547
12711,Desgaste,20/06/2024,Cerrada,['162-07-3506'],['MNT-13331'],57894
12712,Vandalismo,27/06/2024,Cerrada,['681-96-0774'],['MNT-02249'],8987316
12713,Rotura,20/12/2023,Abierta,['210-60-1175'],['MNT-06776'],8930698
12714,Mal funcionamiento,04/08/2024,Abierta,['263-53-7322'],"['MNT-02679', 'MNT-05486']",5158857
12715,Rotura,24/09/2024,Cerrada,['599-83-8706'],['MNT-03914'],7862449
12716,Desgaste,02/12/2024,Cerrada,['123-06-7626'],['MNT-05117'],9157741
12717,Mal funcionamiento,24/09/2024,Abierta,['305-22-6772'],['MNT-04771'],7526570
12718,Mal funcionamiento,16/02/2024,Abierta,['826-13-0544'],['MNT-08983'],9195982
12719,Desgaste,12/07/2024,Cerrada,['245-22-4953'],['MNT-10701'],18780
12720,Desgaste,11/06/2023,Abierta,['117-84-2464'],['MNT-05465'],32925
12721,Mal funcionamiento,10/01/2024,Cerrada,['428-02-6040'],"['MNT-00641', 'MNT-08940']",24727
12722,Mal funcionamiento,09/08/2024,Abierta,['820-47-3008'],['MNT-00659'],8803670
12723,Rotura,27/06/2024,Cerrada,['412-82-4801'],['MNT-07627'],8891584
12724,Desgaste,25/08/2024,Cerrada,['944-40-8384'],['MNT-05483'],33692
12725,Desgaste,03/02/2024,Abierta,['211-26-8125'],['MNT-08407'],5107921
